sentence	label
任军军博客:山东省费县特大虐待杀人案四个禽兽不如畜牲..._新浪博客	1
徐州交规新教法 行人闯红灯需学习后考及格才放行	0
惨痛！美女为了好看，选择在脸上扎洞，却因此胸部以下全部瘫痪！	1
「第403期」决胜“基本解决执行难”｜“云mas业务”助力福绵区法院破解执行送达难问题	0
死一万次后不够解恨的警察北京大兴警察王超!	1
邯郸开展“青春助力环境整治 齐心共建美丽家园”活动-长城原创-...	0
一封举报信折射高校游学乱局_江西百姓网	1
因港而兴！重大项目纷纷落户，阳逻三大园区竞相发展	0
女法医，11年让900多具尸体“开口”	0
关于昭通望海楼，那些你不知道的事！	0
东风汽车参股公司一部长受贿110万 多次向经销商索贿_中视快报网，...	1
托克逊：阿热帕提家的羊有“卧室”啦	0
省内多家主流媒体关注 中国吉林网全媒体手段全方位播报启幕盛况	0
"有人违规在小区楼顶""圈地建房"" 合肥城管部门依法拆除"	1
【烟台日报】3800名烟台公交人做文明出行“守护人”!	0
农庄暗藏毒窝 湖北应城警方捣毁聚众吸毒窝点	0
震惊！上饶一男子极速倒车撞2车伤3人弃车逃跑！竟因为……	1
粉丝爆料:五洲国际无锡项目涉嫌诈骗、非法集资	1
仅用12个小时，高安交警破获交通肇事逃逸案	0
建行员工私自为客户开网银 挪用800万炒股亏损后逃逸	1
陕西富仄一初中男死正在宿舍内遭围殴膝止--陕西富平县资讯	1
青岛市立医院坑骗患者 不是治病救人而是添病坑人	1
任全来：照顾老小孝为先	0
中国女游客在泰遭绑架，机场移民官竟涉案!	1
【讲座】林芝市妇联莅临林芝广东实验学校开展“家校结合”教育培训讲座	0
手机无故没服务需警惕 冒名补卡转走卡主24万	1
“北斗之夜”今晚在黑龙江绽放	0
炙烤模式下，考验的就是意志、态度和责任感	0
元江片区开展财务人员《通行费收入操作流程及核算》的培训学习	0
濮阳感人故事：我的环卫工母亲	0
青春践行十九大 我与公司共奋进 ——丹东中福在线“五四”青年活动	0
过道睡满乘客，长途客车超载17人惠州交警迅速查截	1
佳兆业西安施工现场遭铲车破坏 董事长和村民受伤_王家棚	1
“北斗之夜”今晚在黑龙江绽放	0
疑似胡椒喷雾导致意大利夜店发生踩踏，6人死亡至少120人受伤	1
杭州男女驴友结伴进山看雪景，已失联3天！	1
茶匠蒋维明：把心守住，把茶做好，让更多人爱上中国茶	0
[转贴]洛阳生殖医院取缔这个黑心坑人的医院!	1
【党员课堂】党员干部应知应会口袋书之＂两学一做＂	0
合阳：偷梁换柱“改”商家二维码 一夜疯狂做案20起	1
山东莘县：凝心聚力书写统战精彩篇章	0
双牌县召开2018年农机化工作会议	0
吴卓林又出事，拖欠房租被房东报警，兜里只有20元只好求助妈妈	1
九江银行优化企业开户 客户第一 服务卓越	0
邢台交警发布：一司机闯禁行、拒绝检查还袭警，辱骂交警、还想扇耳...	1
> 济南铁通成立员工健身活动中心	0
武冈一农户春联:难忘侯文好 感谢杜家毫 习福	0
[百姓心声]中国移动的信号越来越差，垃圾移动，携号转网一出来立马投奔电信	1
25年前的今天泰森组合拳摧毁拉多克赛后气氛紧张险些斗殴	1
房产纠纷	1
60岁老太独自蜗居，自买保险养老，提起儿子丈夫哭诉:他们靠不住	1
自贡建成首批安全体验教室	0
雨雪天开车慢点慢点再慢点！镇江一名环卫工雨中被撞身亡	1
小区突发火灾，污水池“沼气”是火源？业主：六月天一抽烟就会爆炸！	1
徐州交规新教法 行人闯红灯需学习后考及格才放行	0
来自温州的求助：父亲脑出血至今昏迷，我不能看着父亲这样离开！	1
震惊！高唐某业主爆料小区地暖施工涉嫌偷工减料	1
成都府：身为蓉城的骄傲!带你领略成都之美。	0
1分都没扣，驾照还是被吊销了?!只因……	1
雍川镇5月23日工作动态	0
安顺农商银行开展“不忘初心·牢记使命”主题警示教育活动	0
拆迁大楼突然倒塌_社会频道_东方头条	1
惊心动魄!3岁男童从6楼坠落，这群人做出了同一个姿势……	0
不负重托 不辱使命——古交市人大代表一行视察我市文明交通综合治理工作情况	0
法国监狱爆腐败丑闻怎么回事？看来有钱真的能使鬼推磨啊	1
最高院民一庭审判长与律师合伙敛财被重判，案涉xi某...!..._百度贴吧	1
揭阳某厂房突发大火烧了整整一夜，整栋大楼轰然倒塌！_火灾	1
生活，到底还是欺骗了我	1
【祁连新闻】情洒祁连草原 共兴民族教育 ——山东滨州援青管理组为民族中学献爱心	0
北京房山一驴友坠崖，不幸身亡！	1
用匠心 铸精品	0
【讲座】林芝市妇联莅临林芝广东实验学校开展“家校结合”教育培训讲座	0
白玛旺扎：市场就业成就人生梦想	0
荷花西街、荷花北街——坐商游商占道经营_行人	1
广东揭阳一厂房起火燃烧十多小时，部分厂房火中坍塌!	1
西夏区兴夏苑发生火情，一男子不幸遇难！_邻居	1
41名中国游客在秘鲁遇抢劫 美媒曝光事件细节	1
防骗|公安部公布非法集资、传销案件:空气币诈骗成典型	1
曝光重庆仁爱医院黑心医院 漫天要价钱 重庆仁	1
第九届中国卫星导航学术年会志愿者工作简报第	0
十堰一民房暗藏赌博窝点 警方突击当场抓获9人	0
绍兴一村民对着村书记连刺五刀 现场惨烈	1
2018年钦州国际半程马拉松赛开跑	0
又一个？中乙丽江球员控诉：还我血汗钱	1
河北警方严厉打击“网络水军” 取缔假冒网站107个抓获59名...	0
定了!白银连环杀人案3月30日宣判!	1
西成高铁陕西段试运行 全线开通进入倒计时	0
厉害了我的国	0
骑电动车带成人，违法！ 不服处罚打交警，被拘！	1
【检察风采】孙道良：用司法温度依情解案	0
伊犁公司积极推进绿色矿山建设	0
钜派投资集团福建区域：海外资产配置是否能为您创造财富？	0
我盗别人的可以，别人盗我的不行！！	1
黄圩千亩葡萄园全面扩建，已经取得初步成效	0
细心民警查获 潜逃21年越狱犯	0
中国移动通信集团福建有限公司周宁分公司与李相容电信服务合同纠纷一审民事裁定书	1
这个冬天很暖：事故现场 辅警脱下警服为伤者取暖	0
洛阳协和医院黑心骗子乱收费 耽误治病还得多花钱_爆光新闻	1
对俄经贸合作前景广阔 海内外侨领侨商代表团盛赞黑河	0
哈尔滨话剧院带着7个演出节目走进哈四中校园	0
魏则西事件两年后，百度高仿医院卷土重来_搜狐社会_搜狐网	1
产业扶持摘了贫困帽  - 鄂尔多斯日报社多媒体数字报文章	0
渭南公安临渭分局巡特警圆满完成2017大荔国际马拉松赛安保工作	0
地震来临   西安交大一附院全力以赴保患者平安	0
郫都区民俗博物馆助力古城街道文旅事业发展	0
把人逼成忧郁症！郴州一非法讨债涉恶团伙被起诉	1
富润华庭打造“健康小屋” 居民在家门口享受体检	0
无证驾驶无牌车，违规载人	1
这个白衣女子火了!只因她的背影最帅…	0
瞰贵州  樱花再美总会谢，但视频里的永不凋零！附春季赏花指南	0
衡水保利拉菲公馆夜晚施工 噪音扰民	1
重庆通报6起扶贫领域腐败和作风问...-国务院扶贫开发领导小组办公室	1
【有网络报警平台吗，网上110报警平台报警有用吗 网上被骗报网警有用吗 刷单被骗报警有用吗】	1
倒车不慎，霍邱两岁孩童殒命，判刑1年…＠霍邱一周天气预报	1
美女被房东囚禁在仓库，房东给予她非人类的待遇！	1
公安部交管局出手了！快递、外卖配送员逆行、闯红灯等违法行为将被...	0
太原日报:山西焦煤集团税费领跑省属企业的背后:勇立潮头敢为先	0
最笨的贼！大娘偷貂皮大衣不会扣扣子，返回店内咨询扣扣子	1
民生红包分量足 百姓获得感满满	0
59岁大爷骑违法电三轮上路卖废品被暂扣 一口咬断交警手指	1
湖北引进金融高管的做法起到了示范作用	0
太仓立案查处42起药械违法行为 保障百姓用药安全	0
生日快乐!扫雷英雄:我还有嘴，想做一名...	0
溧阳疑似地震的官方通告来啦◇东升新村一老人死家里多日无人理会，尸体发臭◇社渚一彩民花4元喜中1000万！_网友	1
临汾高速上，一辆路虎越野车自燃，现场..._车辆	1
就在今天，永城信号直达央视，展示芒砀山桐花盛景！	0
暖心!澄迈一民房突发火灾!过往群众伸长手搭“人手气垫”，徒手接住抛落的男童!(附视频)	0
居民楼突发火灾派出所长为救火被灼伤脸部集镇居民为其点赞：你烧焦的胡须，真的很好看！_刘睿	0
【哈佳铁路安保在线】佳木斯铁路公安处哈佳铁路联调联试安保工作顺利进行（四）	0
男子开车追尾了警车，这次玩大了，竟然要求“私了”	1
河南商丘通报华航现代牧业火灾事故：警方已刑拘3人讯问5人	1
临清一位二级残疾男士，跪求好心人救救他的母亲...	1
洛阳协和医院黑心不仅坑人坑钱而且没有医德(转_久久资讯	1
外媒：中缅边境白糖走私猖獗 每年超100万吨	1
致敬--为梦想、荣誉、使命拼搏的芜湖格力总部军训方队	0
天津：静海警方春节查酒，仍有两人撞“枪口”！	1
六盘水巴西交警优质服务获辖区企业“点赞”	0
脱贫路上花香溢，产业之花遍地开——亭口镇产业发展系列报道(三)	0
山东小伙酒店查到女友出轨记录，女友的回答却让他慌了	1
大姐地铁1人占3座被行拘，辱骂扇巴掌:你动我一下试试	1
苍梧8人中毒送院...天冷了，这个“隐形杀手”又出现了！	1
河南校园围殴事件，打人者被“反杀”，死者家长拉横幅喊冤	1
【阳光青年微课堂第十五期】新时代 致敬英雄	0
【检察风采】孙道良：用司法温度依情解案	0
有一种生活，叫住在临沂老城区!	0
看望好人叶海涛，吃上一顿团圆饺!	0
孟某某非法行医案	1
伙同他人贪污拆迁补偿款1051万 一房屋征收干部获刑十年九个月	1
国务院第二次大督查综述：出实招 重大政策落地生根	0
快来围观！萍乡七中获央视关注	0
拆除校舍扬起“沙尘暴”，周边居住遭了秧，五米内不见人啊！	1
打着“雅好”幌子，150次收受21人钱财_手机网易网	1
芦溪法院：你的支持是我们工作的目标和动力	0
警方捣毁一从摩洛哥贩卖六百移民到西班牙的犯罪组织_加迪斯	0
上饶市国土资源局召开干部职工大会宣布主要领导调整决定	0
永兴警方摧毁一个多达5级的跨省贩毒团伙！	0
新皇冠体育：得州枪击致10死10伤 系美国今年第22起校园枪击	1
【旅发大会，我来了】温塘镇多措并举推进拆迁工作	0
因孩子患病 家长从保定来津弃婴（图）	1
精准严实推进秋季大会战合力突围坚决打赢翻身仗	0
达旗某司机醉酒驾驶发生事故找人顶包被民警识破	1
江汉:挖潜地下空间建设21所“集约化校园”	0
突发!宁夏某钢铁公司发生喷炉事故，9人重伤、2人轻伤!	1
安徽警方近期破获多起电信诈骗案	0
麻江县开展健康扶贫在行动 义诊活动暖人心	0
多部门联动成功救助野生动物	0
石家庄微服务平台	0
争做出彩河南人｜新时代的好法官李庆军	0
学员撞死人教练被刑拘，学车安全是大事，教练你重视了吗?|富平红旗...	1
突发：莆田涵江城隍庙旁发生大火！消防车不能到达！	1
无证驾驶机动车罚款700元，该怎么交?-免费法律咨询-华律网	1
罪犯交易现场被警察找到，逃跑过程中竟杀死警察	1
云阳龙缸滑雪场景区乱搞乱收费 - 茶余饭后 - 云阳人家	1
碎石子堆积成山 南京一生态保护区内怎可洗砂排污？	1
六枝交警义不容辞救火为民_火场	0
耿车农民网上当“掌柜”	0
干得漂亮!小车霸停临桂一小区通道两月多，物业数十人..._桂林生活网	0
洋河镇卫生、计生联合开展“2018年国际家庭医生日”宣传纪念活动	0
这个富15代的苏州人	0
绝了，男子酒驾被查后不仅不配合执法，还躺地上啃下交警小腿一块肉	1
“地网”电动车防盗神器 柳城警方仅用半小时追回被盗电动车	0
永城一环卫工被撞后抢救无效身亡 肇事司机逃逸	1
宁夏银川50多人上当了，涉案金额超过800万！	1
呼伦贝尔一女子喝了半斤白酒还敢开车溜达散心?	1
点赞！赣榆区人民医院一女孩欲轻生，护士长成功劝说	0
思索	1
易纲强调金控集团风险:存在利益输送 带来传染风险|易纲..._新浪财经	1
孝感一小区发生火灾!起火源头竟是一根烟头!_城市资讯 - 掌上孝感	1
「通报表扬」面对突发火情，芳华社区救援及时，处理棒！	0
高校app泛滥需清理 广告丛生、信息泄露让人诟病	1
新时代文明实践，曲阜一村一特色村村不重样	0
货车司机疏忽未将建材捆牢 60厘米水泥石柱转弯时掉落	1
区领导督办河长制工作	0
【欧浪网】节日将近出现盗窃高峰 南部华人店主遭遇暴力盗窃_劫匪	1
四川独腿环卫工改变一条街 纷纷自觉爱护卫生	0
火光冲天！民宅突发火情，74岁瘫痪老人不幸身亡	1
东营女上門	1
玉田实小举行“崇尚英雄 精忠报国”主题班会活动	0
投诉主题：投诉快呗手机借款平台	1
年轻时被渣男伤过，还没有完全走出来	1
震惊!兴国一重点工程技术数据电脑被盗，公安破案仅用3天!	0
盐城一企业老板携全家跑路终被抓，62名农民工讨薪4年…	1
关注学生获得 携手教师培训	0
交警拉横幅 “教科书式”执法显成效（图）	0
男子醉驾还阻碍民警执法	1
大毒枭弟弟被警察击毙，毒枭哥哥立马请杀手干掉警察	1
玉溪市内 两车相撞致1死5伤 一查发现司机都不简单!	1
居民楼突发火灾派出所长为救火被灼伤脸部集镇居民为其点赞：你烧焦的胡须，真的很好看！_刘睿	0
孩子5楼坠下，她一把接住！	0
这两位老师感动了中国！他们担得起今日所有的头条！| 特别关注	0
铺就富民通途 助力绿色崛起	0
河南商丘警方侦破“2017·6·1”特大电信诈骗案 受害群众多达6.6万人	0
厦门两位初中生发明牙刷 双双斩获金奖！	0
国家级贫困县之春节见闻 | 一位未成年却结婚的男生：无证酒驾，肇事逃逸_于孩子	1
还网络一片晴空 广西移动依托大数据优势净化网络空间	0
恐怖分子在叙劫持700人质 称每次射杀10人	1
15岁男孩网游输光百万 父亲边打工边等待警方消息	1
交通事故	1
马拉松女跑者体力不支 网友：滚用得不恰当，应该是爬	0
熊猫君又被女同事毒打了，唉……	1
8岁女童遭父母轮番暴打：严惩施暴者是最有力的警示_虐待	1
"南雄这个镇：5万株百香果变""幸福果""!_主田镇"	0
75岁老太在工地上被4只狼狗撕咬， 伤势严重， 网友: 让人心疼	1
汇聚民声 建言献策 ——民盟九江市委会2018年第一次社情民意信息月活动	0
中国大使与印尼穆斯林共同开斋并启动便民卫生项目	0
深圳一干部商场门口受贿，收下一箱现金足有200万	1
敦化“鸟枪换炮”紧跟现代农业步伐	0
【校园风采】跳出韵律 舞出风采——城关小学举行首届校园文化艺术节集体舞比赛	0
七旬老人10多年当义务维修工！村民们说：“和他住一道，是我们的福气！”_王信康	0
美国政府涉嫌向沙特出售核技术 被自己人举报到国会|军情观察	1
大润发偷餐的，你没有好报	1
定边县砖井收费站路口一辆装有30吨洗煤剂的罐车泄漏驶入农田 气味刺鼻疑有腐蚀性	1
今天，武都麻崖梁一辆货车发生侧翻…_雨雪天	1
最美志愿者｜曾利芬：为了我5000多个孩子，我一定会坚持下去	0
河南多地开展牛羊肉市场专项整治 鹤壁多部门参与整治	0
专业医护人员手把手教急救	0
灵溪车祸！水泥罐车追尾，司机被卡车内..._钟某	1
【突发】北京市密云花园小区一居民楼突然起火!	1
逆行者 真英雄——消防员程磊火海救出被困女学生_手机网易网	0
【调研手记】保障城市安全运行 助力创城取得实效	0
新化县槎溪镇田凼村九组村民举报当地土地确权中的贪腐行为_西陵...	1
玉溪一司机开车被大货车追尾，提出这要求后对方却各种推脱	1
寻狗启示 5月19日早上 我家边牧在湖滨区教育局附近走失，小	1
生日快乐!扫雷英雄:我还有嘴，想做一名...	0
发展循环经济 共建绿色陕南 ——第五届陕南绿色循环经济项目合作交流活动综述	0
龙洲南苑公租房偷工减料 入住近1个月出现墙面脱皮	1
最新通报！2死5伤！奥迪车司机癫痫发作，他称……	1
与患者为伴 她是铁门里的心灵修复师	0
【致力“双提升”公安为民情】开封梁苑警方成功破获系列盗窃电动车案_陈某成	0
西平县人民检察院及时传达学习全市检察机关“两个专项活动”推进会精神	0
已昏迷14年的植物人在医院被性侵，产下婴儿	1
“棉鞋阿婆”故事刷屏 网友纷纷来买鞋	0
武冈一农户春联:难忘侯文好 感谢杜家毫 习福	0
关于对宋兆儒滥用职权侵吞集体财产等问题的举报	1
连撞三棵树，车都翻了!肇事女子:婆婆指挥我开车，太紧张了!	1
药品安全源头抓起 苏州新药上市不良反应及时报	0
萧山临浦姑娘把自建房打造成绝美花园!镇长专程探访养花达人	0
厦门车站现惊魂一幕 2岁女童掉下站台	1
“12岁男生弑母”:法律手段不能成为摆设	1
国网榆林供电公司服务地方经济发展纪实	0
高空坠物，一袋垃圾从天而降，女子爱车惨“毁容”，玻璃被砸碎	1
上海翊骜艺术品有限公司诈骗退还我的血汗钱！！	1
衡阳扶志扶智纪实①|蒸湘区创新“四金合一”斩断穷根	0
宿迁沭阳贫困残疾人领到20万元救助金——人民政协网	0
惊险!平果一居民家中煤气罐起火 消防及时处置—百色新闻网	1
圣诞树“火”起来有多猛？4秒就能烧到顶_装饰物	1
浓烟滚滚!广西南宁一仓库突发大火 消防已到达现场	1
交16元领80万？“精准扶贫”传销诈骗，38万人受骗！	1
蔡英文元旦升旗遇抗议 岛内“独派”高呼：蔡英文下台	1
市口腔医院开展“增强党员意识，自觉交纳党费”主题党日活动	0
垫江公安破获一制毒案 缴获半成品冰毒50斤	0
震惊!兴国一重点工程技术数据电脑被盗，公安破案仅用3天!	0
宝鸡男生聚餐时吵架  为出气直播平台召人打架	1
传化公路港包头双和丰分拨中心启动	0
岳母过寿，富女婿给2千，穷女婿给2百，岳母掀翻桌子打跑富女婿	1
濮阳感人故事：我的环卫工母亲	0
盈江县教育局举办中小学校长课件制作和说课比赛	0
华州区司法局:强化法律服务 助力精准扶贫 - 华州 - 渭南政法网	0
7岁女孩洗澡意外身亡，冬天给孩子洗澡	1
北京社科院蓝皮书:北京已建近1500个“一刻钟服务圈” 社区覆盖率...	0
尹书华盗窃一审刑事判决书	1
南环大街路边垃圾清了又重来 行人通行受影响	1
路遇车辆自燃 公交人合力灭火	0
医生趁麻醉性侵女患者，已被刑拘!涉事医院具备资质…	1
库尔勒市新世纪幼儿园教职工开展“民族团结一家亲 欢声笑语传真情”主题活动	0
一场暖心的救助	0
暖心！第80集团军某特战旅开展精准扶贫工作纪实	0
27岁小伙按摩后走了!宁波人注意:这个部位真的不能随便按	1
污水管网年久失修 及时改造群众点赞	0
道县查获1500件涉嫌侵权“早产儿”饮料	0
所谓合伙人 竟是诈骗犯	1
国网榆林供电公司服务地方经济发展纪实	0
渭南市市长李明远会见省政府消防工作考核组一行-渭南公安网	0
男子一个小时赚上千块，对此他还不满足，开始了非法赚钱道路	1
奇葩！为泄私愤诬陷他人放火，烧自家房子	1
全面放开养老服务市场，南京要这么做	0
给了 5 万元彩礼 婚期临近女方突然悔婚！贵州这个小伙气哭了	1
赣州象塘村忠孝传家 演绎乡村感恩故事	0
套牌司机被查笑对交警：套牌是因真车牌扣分太多	1
请求调查衡东县吉平食品有限公司诈骗	1
为英雄点赞！大巴车两秒内意外侧翻，战士徒手撕开玻璃！	0
广安:让“岳池美味”更安全放心?	0
...对标找差 坚定不移推动高质量发展沭阳经济技术开发区|沭阳招商...	0
男子钱包被盗报警 没想到自己却被铐上手铐_新浪江西_新浪网	1
幼儿园谎称预订小学学位 骗取外地家长69万元	1
网曝丹阳一猫咪咖啡馆惊现疑似传染病猫，不隔离！老板反而这么说	1
中国女游客在泰国被绑架后家人遭勒索 绑架她的竟是中国同胞_yy...	1
亚游会中国:潼关工商亚游会中国局高速路设卡敛财反应陕西省政府...	1
【头条】乌兰察布g110国道发生一起交通事故造成一人死亡......	1
吉林市俩男子打架，当街亲嘴，一片网友晕倒	1
两车追尾司机被困，救援现场上演暖心一幕	0
疯狂！刺激！这是我们的狂欢节！这是一片热情的沙漠！	0
双11后续退货纠纷	1
医院医生判断失误造成输卵管切除，人生已经绝望_湖北音乐网	1
侵吞公款打赏主播400余万元 普通上班族利用职务之便偷转公司500余万	1
东华大学推门禁惹议 学子封路静坐抗议	1
校园之窗丨巴彦高勒蒙校开展“争做新时代好队员，你好新时代”主题活动	0
与患者为伴 她是铁门里的心灵修复师	0
道县查获1500件涉嫌侵权“早产儿”饮料	0
八路军巧妙保住药品器械：埋地里用粪便盖住	0
镇隆圩镇用水混浊四月初至今一直无人处理	1
关于不法份子利用西安锦云堂拍卖有限公司名义进行诈骗的公告_费用	1
沭阳贫困残疾人领到20万元救助金	0
紫阳汉王派出所积极开展法制进校园活动	0
【执行手记】小编亲历:凌晨五点 执行在路上	0
失忆多年突然想起父母名字，女子跑到派出所求助！寻亲能否成功？	0
创意设计学院学生党支部组织观看电影《厉害了，我的国》	0
国防部：美军借“航行自由”之名进入南海就是违法挑衅	1
疯狂！刺激！这是我们的狂欢节！这是一片热情的沙漠！	0
一顿酒喝没了北京户口——获刑害两代，犯罪坑一生！	1
闻集镇闻集村党总支、齐菜园村党总支获评“阜阳市2017年度五星级标准化党组织”	0
孕妇掉落窨井身亡，物业勇于承担责任，开发商却避而不见!	1
马拉松女跑者体力不支 网友：滚用得不恰当，应该是爬	0
【调研手记】保障城市安全运行 助力创城取得实效	0
噩耗！解放军顶级芯片专家遇车祸意外死亡	1
帅气小伙自称是于谦老师的粉丝，现场演唱《太平歌词》获其称赞！	0
猪年第一个沙雕司机!出车祸报警后才想起是酒驾!_唐神	1
基层不作为乱象丛生	1
卫星导航技术与应用成果展亮点频现 互动体验让人与北斗“零”距离接触	0
护士惨遭内裤藏刀片病人划伤脸毁容 院方: 为什么偏偏是她呢?	1
解放军两型先进武装直升机近距特写欣赏 好厉害_搜狐军事_搜狐网	0
违建不止，周末不休!	0
曾经的品质烤肉，两年你就这么难吃了	1
五华国税旁发生严重车祸，一赤膊男子倒地！	1
[百姓心声]中国移动的信号越来越差，垃圾移动，携号转网一出来立马投奔电信	1
延吉一小区有人投放违禁老鼠药，还被误食......	1
鄂尔多斯境内一轿车发生自燃，瞬间被大火吞噬，烧成空架...	1
美国飞机改航线飞越居民区 引发民，众抗议--安徽鑫进资讯	1
【运城关注】运城一村干部持枪袭击村民，致使其瘫痪!_搜狐社会_...	1
梅州发生一起刑事案件!男子刺死妻子、刺伤同村男子后自杀	1
连续2辆的士开出黄花机场100米甩客！第3辆拒载！处罚结果来了	1
reserved-43243x1F	0
发声亮剑 | 铸牢中华民族共同体意识	0
一名男子盗用他人身份多省市流窜入室盗窃	1
「津巴时讯」医生罢工事件愈演愈烈，津巴布韦最大医院无医可看_...	1
台湾破获两毒品客栈凤凰城娱乐来 查获市价超10亿新台币毒品	1
渭南公安临渭分局巡特警圆满完成2017大荔国际马拉松赛安保工作	0
旬阳2018年巡察工作聚焦“四大问题”强势启动-旬阳县人民政府	0
承德人民注意了温州批发市场发生火灾，即日起暂停营业！_家用电器	1
省政协调研组赴厍东关乡开展精准扶贫产业发展调研	0
江苏、山东两网民侮辱烈士被公诉：网络绝对不是法外之地！	1
村主任非法侵吞，正义难得申张_百度知道	1
11选5专家定一胆 精准计划：儿子嫌卧病父亲散发难闻气味用锄头将其...	1
昨晚上7：35饭店发生的，奈曼旗人都看看！	1
[长沙] 电力丨宁乡供电：微信“随手拍”，用电不用愁	0
河北一名男孩走失38天后被发现身亡 警方现已介入此事调查	1
1/3英国儿童在网络分享自己的性照片，是威胁？还是诱导？	1
两岸传真 | 海峡两岸师生走进霞客故里开展骑行活动	0
刷爆朋友圈的司副镇长认错了！撕证件已非首次	1
十楼抛下狗屎险些砸中太婆 城管调监控找出抛物者	1
常州移动全省首测4G+“加强版”技术  网速再提升50%	0
上下车应注意什么细节？大货车盲区在哪儿？警察叔叔为龙岩师范附属小学的孩子们上了一堂生动而难忘的“珍爱生命”课！	0
为找失联的女性朋友，报警称她“持刀捅人”	1
靖远县48家烟花爆竹零售店许可证被撤销，原因在这里！	1
顺手牵羊偷手机，仅一小时进牢房	1
媒体:广东湛江原市委书记刘小华上吊自杀身亡	1
唐山烟花爆竹厂突发爆炸 网友称现场发现残肢	1
九江银行优化企业开户 客户第一 服务卓越	0
12分钟、记12分！	1
和锦家园小区外麻将馆内摆设赌博机器 还无证经营	1
【讲座】林芝市妇联莅临林芝广东实验学校开展“家校结合”教育培训讲座	0
四里河街道“三学同步”开展党的十九大精神网上知识问答活动	0
流氓! 滨州俩女学生遭遇变态男“对着打飞机”！	1
临渭分局禁毒大队以禁毒宣传为切入点 推动平安建设活动深入开展	0
南通刑警获评全国反诈十大先进人物	0
五一劳动节，康福健康产业集团向所有的劳动人民致敬!	0
四龙路街道向阳村社区开展法律进家庭活动	0
[重庆]市环境保护第一督察组与执法总队开展联合巡航_山西头条	0
【曝料】长春南四环路大货车自燃 多辆消防车抵达现场	1
接个电话，手机炸了！这个致命错误，你肯定也犯过…	1
萧山临浦姑娘把自建房打造成绝美花园!镇长专程探访养花达人	0
对标国内顶尖学府 加快“双一流”建设步伐 我校与清华大学签署战略合作协议	0
杭州豪宅纵火案：保姆涉嫌纵火罪已被刑事拘留	1
美国的盟友们又被美国卖了一回，话说、这也不是第一次了!	1
三名副部级干部被检察机关提起公诉	1
天津站交警无人机成“网红”空中喊话治违法	0
广东揭阳工厂突发大火，整栋大楼在烈焰中	1
投诉主题：投诉湖南国资委不作为	1
香坊区召开2018年度文化体育工作会议暨文物...-中国·哈尔滨·香坊	0
众人相助“中暑”老人 到医院才知是“热中风”	1
汉阴警方为十余名受害农民工发放被追回的欠薪款近25万元	0
“徒步开启小学梦，学习感悟成长路”--陈村恒星幼儿园携手南涌小学共同开展幼小衔接活动	0
重庆市最美教师风采：王霞	0
广西博白汽车站一女子被刺伤 行凶男子被当场控制 - 封面新闻	1
博白车主竟因改造车牌一个字母，就险些进了班房……	1
习近平总书记视察湖北重要讲话引发强烈反响(一至三)-应城市委市...	0
4个小伙深夜醉酒，好奇往车里瞄了一眼，车主一怒之下开车撞人!	1
十堰一女生被4人围殴约20分钟 还被拍裸照	1
【贵州脱贫攻坚群英谱·开路先锋】詹廷强:忙碌，只为忙路-当代先锋网	0
女子监狱的变态行为让人肠胃不舒服!狱警无法阻止的行为!-凤凰网...	1
渭南一男子酒后泄愤 纵火烧朋友店铺	1
句容开车人速看！交警大队“春雷行动”全面打响！	0
维护路域环境，为苏州建设美丽宜居名城增添亮色	0
县工商局干部醉驾撞死环卫工却免于刑罚？	1
禽兽！湖北一团队以招工为名欺骗、强迫20多个女孩卖淫！	1
涉嫌危险驾驶罪 高平警方抓获一名网上逃犯	1
西北雅厂：自主研制新发明创效显著	0
罗马北部一加油站爆炸致至少2死18伤 目击者：如同原子弹爆炸！_人员	1
女子利用“传统道德”培训名义敛财：3年2千多万元	1
盈江县教育局举办中小学校长课件制作和说课比赛	0
哈尔滨话剧院带着7个演出节目走进哈四中校园	0
所谓的带单老师都是和平台一伙的，引诱投资者操作，这里..._百度贴吧	1
大庆市纪检监察_百湖清风	0
宿松汇口镇:稻虾共作“钱景好”水田变成“聚宝盆”	0
美国两党“斗狠”!美股流血停摆危机还殃及中美磋商!黄金期货蒸蒸...	1
海淀中关村一大厦顶层今晨发生火灾	1
冒充离异女子 向朋友弟弟下手	1
突发 泰州火车站一男子被渣土车压断双腿 当场死亡	1
“川北首富”旗下的上市公司接到处罚:成都的城北客运中心停业整顿...	1
娱闻丨曾志伟喜欢与女儿裸聊，连好友都曝他上厕所绝不穿衣服	1
惊险！滨州一加油站旁燃起大火 目击者：空调外机着火了	1
(受权发布)第五届全国未成年人思想道德建设工作先进城市(区)...	0
南昌大学第一附属医院专家为老区人民义诊	0
忻州窑矿团委组织开展青年志愿者服务活动	0
奶茶，比地沟油更恶心	1
视频-儿童马拉松被恶意叫停 家长暴打始作俑者	1
爆料:暗访昆明云医大医院医院黑心医院骗子_伊犁州道路运输管理	1
子公司涉嫌虚构交易增厚利润 方正科技遭问询	1
[2019-02-18]社会纵横：茂名化州 疯狂违建阻断道路 究竟谁在纵容？	1
12岁女孩被性侵致怀孕背后，折射当下青少年性教育严重缺失现状	1
两男子朋友圈辱骂交警被拘留	1
事发池州!两骗子自备血袋碰瓷，得手几十次/ 80岁的老人雨中被撞身亡……	1
